นิวยอร์ก,new-yɔ̂ɔk
เกินพิกัด,kəən-phí-kàt
เกินไป,kəən-pay
เกินงาม,kəən-ŋaam
แกนนำ,kɛɛn-nam
เกินหน้า,kəən-nâa
แกลลอน,kɛɛn-lɔɔn
แกนโลก,kɛɛn-lôok
แกลเลียม,kɛɛn-lîam
เกินเลย,kəən-ləəy
แกนกลาง,kɛɛn-klaaŋ
เกินความจำเป็น,kəən-khwaam-cam-pen
เกินขอบเขต,kəən-khɔ̀ɔp-khèet
เกินคน,kəən-khon
เกินขนาด,kəən-kha-nàat
เกินแกง,kəən-kɛɛŋ
เกินกำหนด,kəən-kam-nòt
เกินกำลัง,kəən-kam-laŋ
เกินการ,kəən-kaan
แกงส้ม,kɛɛŋ-sôm
แกงร้อน,kɛɛŋ-rɔ́ɔn
แกงเผ็ด,kɛɛŋ-phèt
แกงมัสมั่น,kɛɛŋ-mát-sa-mân
แกงเลียง,kɛɛŋ-liaŋ
แกงขม,kɛɛŋ-khǒm
แกงเขียวหวาน,kɛɛŋ-khǐaw-wǎan
เก้งก้าง,kêeŋ-kâaŋ
แกงได,kɛɛŋ-day
แกงจืด,kɛɛŋ-cʉ̀ʉt
แกงบวด,kɛɛŋ-bùat
แกง,kɛɛŋ
เก้ง,kêeŋ
เกินดุล,kəən-dun
เกินดี,kəən-dii
แก้หน้า,kɛ̂ɛ-nâa
แกน,kɛɛn
เกิน,kəən
เกณฑ์,keen
แก้มตอบ,kɛ̂ɛm-tɔ̀ɔp
แกมมา,kɛɛm-mâa
เกมส์โชว์,keem-choo
แก้มือ,kɛ̂ɛ-mʉʉ
แก้ม,kɛ̂ɛm
แกม,kɛɛm
เกม,keem
แก้ลำ,kɛ̂ɛ-lam
เกกมะเหรก,kèek-má-rèek
แก่กล้า,kɛ̀ɛ-klâa
แก้เกี้ยว,kɛ̂ɛ-kîaw
เกย์ควีน,kee-khwiin
เกลียวคลื่น,kee-khlʉ̂ʉn
เกย์คิง,kee-khiŋ
แก้แค้น,kɛ̂ɛ-khɛ́ɛn
เก้อเขิน,kə̂ə-khə̌ən
แก้ไขปรับปรุง,kɛ̂ɛ-khǎy-pràp-pruŋ
แก้ไขปัญหา,kɛ̂ɛ-khǎy-pan-hǎa
แก้ไข,kɛ̂ɛ-khǎy
แก้ขัด,kɛ̂ɛ-khàt
แก้คดี,kɛ̂ɛ-kha-dii
เก้ๆ-กังๆ,kêe-kêe-kaŋ-kaŋ
เก๋ไก๋,kěe-kǎy
เก้กัง,kêe-kaŋ
เกอิชา,kee-ì-chaa
แก่ไฟ,kɛ̀ɛ-fay
แกโดลิเนียม,kɛɛ-doo-lí-nîam
แก่แดด,kɛ̀ɛ-dɛ̀ɛt
เกจิอาจารย์,kee-cì-aa-caan
แก่จัด,kɛ̀ɛ-càt
แก้บน,kɛ̂ɛ-bon
แก่,kɛ̀ɛ
แก้,kɛ̂ɛ
เก้อ,kə̂ə
แก,kɛɛ
เก๋,kěe
เก๊,kée
เก,kee
เกย์,kee
เกรี้ยว,kee
แกะดำ,kɛ̀-dam
แกะ,kɛ̀
ไก่ย่าง,kày-yâaŋ
ไก่อู,kày-uu
ไก่ตอน,kày-tɔɔn
ไก่ทอด,kày-thɔ̂ɔt
ไก่สามอย่าง,kày-sǎam-yàaŋ
ไกปืน,kay-pʉʉn
ไก่ป่า,kày-pàa
ไก่อ่อน,kày-ɔ̀ɔn
ไก่งวง,kày-ŋuaŋ
ไก่นา,kày-naa
ไก่โห่,kày-hòo
ไก่ชน,kày-chon
ไก่แจ้,kày-cɛ̂ɛ
ไก่บ้าน,kày-bâan
ไก่,kày
ไก,kay
เกาทัณฑ์,kaw-than
เกาลิน,kaw-lin
เกาหลีใต้,kaw-lǐi-tâay
เกาหลีเหนือ,kaw-lǐi-nʉ̌a
เกาหลี,kaw-lǐi
เกาเหลียง,kaw-lǐaŋ
เกาเหลา,kaw-lǎw
เกาลัด,kaw-lát
เก๋ากึ๊ก,kǎw-kʉ́k
เก่าแก่,kàw-kɛ̀ɛ
เก่าๆ,kàw-kàw
เก้าอี้โยก,kâw-îi-yôok
เก้าอี้ยาว,kâw-îi-yaaw
เก้าอี้หวาย,kâw-îi-wǎay
เก้าอี้รับแขก,kâw-îi-ráp-khɛ̀ɛk
เก้าอี้พับ,kâw-îi-pháp
เก้าอี้นวม,kâw-îi-nuam
กวีนิพนธ์,ka-wii-ní-phon
เก้าอี้นั่ง,kâw-îi-nâŋ
เก้าอี้ล้อเลื่อน,kâw-îi-lɔ́ɔ-lʉ̂an
เก้าอี้ไฟฟ้า,kâw-îi-fay-fáa
เก้าอี้ดนตรี,kâw-îi-don-trii
เก้าอี้,kâw-îi
กวี,ka-wii
เก๋าเจ้ง,kǎw-cêeŋ
เก๋า,kǎw
เก่า,kàw
เกาต์,káw
เกา,kaw
กัดวาง,kàt-waaŋ
กะตุด,kà-tùt
กรรตุวาจก,kàt-tù-waa-còk
กรรตุการก,kàt-tù-kaa-rók
กรรตุ,kàt-tù
กัตติกา,kàt-tì-kaa
กัดเซาะ,kàt-sɔ́
กัดป่า,kàt-pàa
กะโตงกะเตง,kà-tooŋ-kà-teeŋ
กัดไม่ปล่อย,kàt-mây-plɔ̀y
กัดลาก,kàt-lâak
กัดกร่อน,kàt-krɔ̀n
กติกาสัญญา,ka-tì-kaa-sǎn-yaa
กติกา,ka-tì-kaa
กะเทาะ,kà-thɔ́
กฐินทาน,ka-thǐn-thaan
กฐิน,ka-thǐn
กะทิ,kà-thí
กะเทย,kà-thəəy
กะทัดรัด,kà-thát-rát
กะทันหัน,kà-than-hǎn
กถามุข,ka-thǎa-múk
กถา,ka-thǎa
กะทะ,kà-thá
กัดฟัน,kàt-fan
กะเตงๆ,kà-teeŋ-kà-teeŋ
กัจฉะ,kàt-chà
กตเวทิตา,ka-ta-wee-thí-taa
กตเวที,ka-ta-wee-thii
กตัญญูรู้คุณ,ka-tan-yuu-rúu-khun
กตัญญู,ka-tan-yuu
กตัญญุตา,ka-tan-yú-taa
กัด,kàt
กะซวก,kà-sûak
กสิกร,ka-sì-kɔɔn
กสิกรรม,ka-sì-kam
เกษียรสมุทร,ka-sǐan-sa-mùt
เกษียณอายุ,ka-sǐan-aa-yú
เกษียณ,ka-sǐan
เกษียน,ka-sǐan
เกษียร,ka-sǐan
เกษตรกร,ka-sèet-tra-kɔɔn
เกษตรกรรม,ka-sèet-tra-kam
กส.บ.,ka-sèet-sàat-tra-ban-dìt
เกษตรศาสตรมหาบัณฑิต,ka-sèet-sàat-ma-hǎa-ban-dìt
เกษตรศาสตรบัณฑิต,ka-sèet-sàat-ban-dìt
เกษตรศาสตร์,ka-sèet-sàat
เกษตร,ka-sèet
เกษมสันต์,ka-sěem-sǎn
เกษมศานต์,ka-sěem-sǎan
กษัตริย์,ka-sàt
กะรุ่งกะริ่ง,kà-rûŋ-kà-rîŋ
กะรุงกะรัง,kà-ruŋ-kà-raŋ
กรุณาคุณ,ka-rú-naa-khun
กรุณา,ka-rú-naa
กะรุน,kà-run
กะร่องกะแร่ง,kà-rɔ̂ŋ-kà-rɛ̂ŋ
กะหร่อง,kà-rɔ̀ŋ
กะหร็อมกะแหร็ม,kà-rɔ̌m-kà-rɛ̌m
กะริง,kà-riŋ
กรินทร์,ka-rin
กะหรี่ปั๊บ,kà-rìi-páp
กะหรี่,kà-rìi
กะเหรี่ยงต้องสู้,kà-rìaŋ-tɔ̂ŋ-sûu
กะเหรี่ยง,kà-rìaŋ
กะเรี่ยกะราด,kà-rîa-kà-râat
กเรนทร,ka-reen-thɔɔn
กะเร่อกะร่า,kà-rə̂ə-kà-râa
กะรัตหลวง,kà-ràt-lǔaŋ
กะรัต,kà-rát
กะรัง,kà-raŋ
ก.ค.,ka-ra-ka-daa-khom
กรกฎาคม,ka-ra-ka-daa-khom
กรบูร,ka-ra-buun
กะปวกกะเปียก,kà-pùak-kà-pìak
กัปตันเรือ,kàp-tan-rʉa
กัปตัน,kàp-tan
เกือบตาย,kʉ̀ap-taay
กะปลกกะเปลี้ย,kà-pròk-krà-plîa
กะปริดกะปรอย,kà-prìt-krà-prɔɔy
กะปริบกะปรอย,kà-prìp-kà-rɔɔy
กะปริบ,kà-prìp
กับระเบิด,kàp-rá-bə̀ət
กัปปิยโวหาร,kàp-pì-ya-woo-hǎan
กัปปิยภัณฑ์,kàp-pì-ya-phan
กัปปิยการก,kàp-pì-ya-kaa-rók
กัปปีย์,kàp-pii
กะโปโล,kà-poo-loo
กับแกล้ม,kàp-klɛ̂ɛm
กับข้าว,kàp-khâaw
กะปิ,kà-pì
กะพรุน,kà-phrun
กะพรวดกะพราด,kà-phrûat-kà-phrâat
กะพร่องกะแพร่ง,kà-phrɔ̂ŋ-kà-phrɛ̂ɛŋ
กะพริบตา,kà-phríp-taa
กะพริบ,kà-phríp
กะเพรา,kà-phraw
กะพ้อ,kà-phɔ́ɔ
กะผลุบกะโผล่,kà-phlùp-kà-phlòo
กะโผลกกะเผลก,kà-phlòok-kà-phlèek
กะเผลก,kà-phèek
กะเปิ๊บกะป๊าบ,kà-pə́əp-kà-páap
กับดัก,kàp-dàk
เกือบจะ,kʉ̀ap-cà
กะป้ำกะเป๋อ,kà-pâm-kà-pə̌ə
กัป,kàp
กับ,kàp
เกือบ,kʉ̀ap
กะออม,kà-ɔɔm
กั้นหยั่น,kân-yàn
กันยายน,kan-yaa-yon
กันยา,kan-yaa
กัญญา,kan-yaa
กะหนุงกะหนิง,kà-nǔŋ-kà-nǐŋ
เกื้อหนุน,kʉ̂a-nǔn
กันไตร,kan-tray
กันที่,kan-thîi
กัณฑ์เทศน์,kan-thêet
กันท่า,kan-thâa
กันแสง,kan-sɛ̌ɛŋ
กันแซง,kan-sɛɛŋ
กันแทรก,kan-sɛ̂ɛk
กันสนิม,kan-sa-nǐm
กันสาด,kan-sàat
กั้นรั้ว,kân-rûa
กันผม,kan-phǒm
กันพิรุณ,kan-phí-run
กัลปังหา,kan-paŋ-hǎa
กัลปาวสาน,kan-paaw-sǎan
กะหนอกะแหน,kà-nɔ̌ɔ-kà-nɛ̌ɛ
กะหน็องกะแหน็ง,kà-nɔ̌ŋ-kà-nɛ̌ŋ
กนก,ka-nòk
กรรณิการ์,kan-ní-kaa
กันน้ำ,kan-náam
กันและกัน,kan-lɛ́-kan
กัลยาณี,kan-la-yaa-nii
กัลยาณมิตร,kan-la-yaa-na-mít
กัลยา,kan-la-yaa
กัลปนา,kan-la-pa-naa
กรรไกร,kan-kray
กันกระแทก,kan-krà-thɛ̂ɛk
กันกระเทือน,kan-krà-thʉan
กั้นกาง,kân-kaaŋ
กนิษฐา,ka-nít-thǎa
กัณหธรรม,kan-ha-tham
กัณหปักษ์,kan-ha-pàk
กังวลใจ,kaŋ-won-cay
กังวล,kaŋ-won
กังวาน,kaŋ-waan
กังสดาล,kaŋ-sa-daan
กังขา,kaŋ-khǎa
กังก้า,kaŋ-kâa
กังหันน้ำ,kaŋ-hǎn-náam
กังหันลม,kaŋ-hǎn-lom
กังหันไฟฟ้า,kaŋ-hǎn-fay-fáa
กังหันใบพัด,kaŋ-hǎn-bay-phát
กังหันไอพ่น,kaŋ-hǎn-ay-phôn
กังหันไอน้ำ,kaŋ-hǎn-ay-náam
กังหัน,kaŋ-hǎn
กังฟู,kaŋ-fuu
กังฉิน,kaŋ-chǐn
กั้ง,kâŋ
กันฝน,kan-fǒn
กันเอง,kan-eeŋ
กันแดด,kan-dɛ̀ɛt
กันได,kan-day
กันดาร,kan-daan
กรรโชก,kan-chôok
กันชน,kan-chon
กันชิง,kan-chiŋ
กรรเชียง,kan-chiaŋ
กันเชอ,kan-chəə
กัญชา,kan-chaa
กั้นแบ่ง,kân-bɛ̀ŋ
กั้นบัง,kân-baŋ
กั้น,kân
กั่น,kàn
กัน,kan
กรรณ,kan
กัณฑ์,kan
กันต์,kan
กันย์,kan
กัลป์,kan
กำยำล่ำสัน,kam-yam-lâm-sǎn
กำยำ,kam-yam
กำยาน,kam-yaan
กรรมวิบาก,kam-wí-bàak
กรรมเวร,kam-ween
กำทวน,kam-thuan
กำถั่ว,kam-thùa
กำธร,kam-thɔɔn
กำตัด,kam-tàt
กรรมตามสนอง,kam-taam-sa-nɔ̌ɔŋ
กำสรวล,kam-sǔan
กำเสาะ,kam-sɔ̀
กำซำ,kam-sam
กำซาบ,kam-sâap
กำเริบเสิบสาน,kam-rə̂əp-sə̀əp-sǎan
กำเริบ,kam-rə̂əp
กำไรสุทธิ,kam-ray-sùt-thí
กำไร,kam-ray
กำราบ,kam-ràap
กำราก,kam-râak
กำหราก,kam-ràak
กัมประโด,kam-prà-doo
กัมพูชา,kam-phuu-chaa
กำพืด,kam-phʉ̂ʉt
กำพราก,kam-phrâak
กำพร้า,kam-phráa
กำพต,kam-phót
กำพด,kam-phót
กำเพลิง,kam-phləəŋ
กำแพงเพชร,kam-phɛɛŋ-phét
กำแพงภาษี,kam-phɛɛŋ-phaa-sǐi
กำแพงเมืองจีน,kam-phɛɛŋ-mʉaŋ-ciin
กำแพงเมือง,kam-phɛɛŋ-mʉaŋ
กำแพงแก้ว,kam-phɛɛŋ-kɛ̂ɛw
กำแพ้ง,kam-phɛ́ɛŋ
กำแพง,kam-phɛɛŋ
กำปั้นทุบดิน,kam-pân-thúp-din
กัมปนาท,kam-pa-nâat
กำปั้น,kam-pân
กำปั่น,kam-pàn
กะหมอก,kà-mɔ̀ɔk
กมล,ka-mon
กำหนดกฎเกณฑ์,kam-nòt-kòt-keen
กำหนดการ,kam-nòt-kaan
กำหนดใจ,kam-nòt-cay
กำหนด,kam-nòt
กำเหน็จ,kam-nèt
กำเนิด,kam-nə̀ət
กำหนัด,kam-nàt
กำนัล,kam-nan
กำนัน,kam-nan
กำมะหยี่,kam-má-yîi
กรรมวิธี,kam-ma-wí-thii
กรรมวาจก,kam-ma-waa-còk
กรรมวาจา,kam-ma-waa-caa
กำมะถัน,kam-má-thǎn
กรรมฐาน,kam-ma-thǎan
กำหมัด,kam-màt
กรรมสิทธิ์รวม,kam-ma-sìt-ruam
กรรมสิทธิ์,kam-ma-sìt
กำมพฤกษ์,kam-ma-phrʉ́k
กรรมพิธี,kam-ma-phí-thii
กรรมพันธุ์,kam-ma-phan
กัมมันตรังสี,kam-man-traŋ-sǐi
กัมมันตภาพรังสี,kam-man-ta-phâap-raŋ-sǐi
กรรมกร,kam-ma-kɔɔn
กรรมการก,kam-ma-kaa-rók
กรรมการิณี,kam-ma-kaa-rí-nii
กรรมการตัดสิน,kam-ma-kaan-tàt-sǐn
กรรมการผู้จัดการ,kam-ma-kaan-phûu-càt-kaan
กรรมการ,kam-ma-kaan
กรรมาธิการ,kam-maa-thí-kaan
กรรมาชีพ,kam-maa-chîip
กำมือ,kam-mʉʉ
กำไล,kam-lay
กำลังวังชา,kam-laŋ-waŋ-chaa
กำลังเทียน,kam-laŋ-thian
กำลังสำรอง,kam-laŋ-sǎm-rɔɔŋ
กำลังซื้อ,kam-laŋ-sʉ́ʉ
กำลังแรงงาน,kam-laŋ-rɛɛŋ-ŋaan
กำลังภายใน,kam-laŋ-phaay-nay
กำลังม้า,kam-laŋ-máa
กำลังกาย,kam-laŋ-kaay
กำลังหักแสง,kam-laŋ-hàk-sɛ̌ɛŋ
กำลังไฟฟ้า,kam-laŋ-fay-fáa
กำลังดี,kam-laŋ-dii
กำลังใจ,kam-laŋ-cay
กำลัง,kam-laŋ
กำกวม,kam-kuam
ก้ำกึ่ง,kâm-kʉ̀ŋ
กำเกียง,kam-kiaŋ
กำกัด,kam-kàt
กำกับ,kam-kàp
กำแหง,kam-hɛ̌ɛŋ
กำด้น,kam-dôn
กำเดาะ,kam-dɔ̀
กำเดา,kam-daw
กำดัด,kam-dàt
กำจร,kam-cɔɔn
กำชับกำชา,kam-cháp-kam-chaa
กำชับ,kam-cháp
กำจัด,kam-càt
กำจาย,kam-caay
กำบัด,kam-bàt
กำบัง,kam-baŋ
ก้ำ,kâm
ก่ำ,kàm
กำ,kam
กรรม,kam
กะลวย,kà-luay
กะล่อยกะหลิบ,kà-lɔ̂y-kà-lìp
กะหล่อยกะหลิบ,kà-lɔ̀y-kà-lìp
กะโหลกมะพร้าว,kà-lòok-má-phráaw
กะโหลก,kà-lòok
กะโล่,kà-lôo
กะล่อน,kà-lɔ̂n
กะล่อมกะแล่ม,kà-lɔ̂m-kà-lɛ̂m
กะลิ้มกะเหลี่ย,kà-lím-kà-lìa
กลียุค,ka-lii-yúk
กะหลีกะหลอ,kà-lǐi-kà-lɔ̌ɔ
กลี,ka-lii
กะเล่อกะล่า,kà-lə̂ə-kà-lâa
กะไหล่,kà-lày
กะละปังหา,kà-lá-paŋ-hǎa
กะหล่ำปลี,kà-làm-plii
กะละแม,kà-lá-mɛɛ
กะละมัง,kà-lá-maŋ
กะหล่ำ,kà-làm
กะลาสี,kà-laa-sǐi
กะหลาป๋า,kà-lǎa-pǎa
กะลาหัว,kà-laa-hǔa
กลาโหม,ka-laa-hǒom
กลาบาต,ka-laa-bàat
กะลา,kà-laa
เกื้อกูล,kʉ̂a-kuun
กกุธภัณฑ์,ka-kùt-tha-phan
กักตุน,kàk-tun
กักตัว,kàk-tua
เกือกแตะ,kʉ̀ak-tɛ̀
เกือกม้า,kʉ̀ak-máa
กักคุม,kàk-khum
กักขัง,kàk-khǎŋ
กักขฬะ,kàk-khà-là
กักกัน,kàk-kan
กะเกณฑ์,kà-keen
กักด่าน,kàk-dàan
กักบริเวณ,kàk-bɔɔ-rí-ween
กะๆ,kà-kà
กัก,kàk
กั๊ก,kák
เกือก,kʉ̀ak
กะหำ,kà-hǎm
กะเอว,kà-eew
กะแอ,kà-ɛɛ
กะดี่,kà-dìi
กะดี,kà-dii
กะเดี๋ยว,kà-dǐaw
กะดำกะด่าง,kà-dam-kà-dàaŋ
กะชึ่กกะชั่ก,kà-chʉ̀k-kà-chàk
กะแช่,kà-chɛ̂ɛ
กะชะ,kà-chá
กบฏ,ka-bòt
กบฎ,ka-bòt
กะบึงกะบอน,kà-bʉŋ-kà-bɔɔn
กะบิล,kà-bin
กะบังหน้า,kà-baŋ-nâa
กะบังลม,kà-baŋ-lom
กะบัง,kà-baŋ
กบาล,ka-baan
กายสิทธิ์,kaay-ya-sìt
กายพันธน์,kaay-ya-phan
กายภาพบำบัด,kaay-ya-phâap-bam-bàt
กายภาพ,kaay-ya-phâap
กายกรรม,kaay-ya-kam
กายวิภาคศาสตร์,kaay-wí-phâak-sàat
ก่ายกอง,kàay-kɔɔŋ
ก่ายขา,kàay-khǎa
กายินทรีย์,kaa-yin-sii
กาเยนทรีย์,kaa-yeen-sii
กาเยน,kaa-yeen
กายบริหาร,kaay-bɔɔ-rí-hǎan
กายาพยพ,kaa-yaa-pha-yóp
ก่าย,kàay
กาย,kaay
ก้าวย่าง,kâaw-yâaŋ
ก้าวร้าว,kâaw-ráaw
ก้าวหน้า,kâaw-nâa
ก้าวล่วง,kâaw-lûaŋ
เก้าเหลี่ยม,kâaw-lìam
ก้าวก่าย,kâaw-kàay
กาเวียน,kaa-wian
ก้าวเดิน,kâaw-dəən
ก้าวเฉียง,kâaw-chǐaŋ
กาวใจ,kaaw-cay
เก้า,kâaw
ก้าว,kâaw
ก้าว,kâaw
กาว,kaaw
การ์ตูน,kaa-tuun
ก๊าซพิษ,káat-phít
กาต้มน้ำ,kaa-tôm-náam
ก๊าซน้ำตา,káat-náam-taa
ก๊าซไข่เน่า,káat-khày-nâw
ก๊าซคาร์บอนไดออกไซด์,káat-khaa-bɔɔn-day-ɔ́k-saay
ก๊าซหุงต้ม,káat-hǔŋ-tôm
ก๊าซชีวภาพ,káat-chii-wa-phâap
ก๊าซเฉื่อย,káat-chʉ̀ay
ก๊าซเชื้อเพลิง,káat-chʉ́a-phləəŋ
การ์ด,kàat
ก๊าด,káat
ก๊าซ,káat
กาสิโน,kaa-sì-noo
กาษา,kaa-sǎa
ก๊าซ,káas
การุญ,kaa-run
การุณย์,kaa-run
การก,kaa-rók
การิตวาจก,kaa-rít-ta-waa-còk
การสุขาภิบาล,kaa-ra-sù-khǎa-phí-baan
การันตี,kaa-ran-tii
การัณย์,kaa-ran
การันต์,kaa-ran
การบูร,kaa-ra-buun
กาบปูเล,kàap-puu-lee
กาบพรหมศร,kàap-phrom-sɔ̌ɔn
กาบกล้วย,kàap-klûay
กาพย์กลอน,kàap-klɔɔn
กาบเขียง,kàap-khǐaŋ
ก้าบๆ,kâap-kâap
กาบ,kàap
กาพย์,kàap
การอยู่รอด,kaan-yùu-rɔ̂ɔt
การอยู่ไฟ,kaan-yùu-fay
การอยู่อาศัย,kaan-yùu-aa-sǎy
การยุติ,kaan-yút-tì
การหยุดพัก,kaan-yùt-phák
การยั่วยุ,kaan-yûa-yú
